image_id,concept_key,name_en,category,cultural_context,filename,image_size,style,background_style,prompt_en,reusable_for,linked_sense_count,prompt_template_version
IMG_ACTION_TO_DRIVE_A_CAR,action_to_drive_a_car,To Drive A Car,action_scene,universal,img__action_to_drive_a_car__v1.webp,1024x1024,digital_art_flat_v3,simple indoor scene minimal props,"An adult person performing ""to drive a car"" in a natural dynamic pose, clean modern digital illustration, semi-realistic proportions, soft gradients, centered composition, simple indoor scene minimal props background, subtle natural facial expression, professional educational visual style, minimal clutter, not cartoon, not chibi, not mascot, no text, no letters, no numerals, no logos, no watermark, no border, output size 1024x1024",language_learning|cross_language_vocabulary|reading_comprehension|listening_comprehension,1,v3_reference_style_size_2026-02-15
IMG_ACTION_TO_EAT,action_to_eat,To Eat,action_scene,universal,img__action_to_eat__v1.webp,1024x1024,digital_art_flat_v3,soft neutral gradient,"Adult person eating naturally from a simple bowl with chopsticks, natural anatomy and proportions, modern premium digital art, semi-realistic rendering, smooth gradient shading, clean warm-neutral background, centered composition, high clarity, educational visual style, no cartoon, no mascot, no chibi, no text, no letters, no numerals, no logos, no watermark, no border, output size 1024x1024",language_learning|cross_language_vocabulary|reading_comprehension|listening_comprehension,1,v3_reference_style_size_2026-02-15
IMG_ACTION_TO_ENTER,action_to_enter,To Enter,action_scene,universal,img__action_to_enter__v1.webp,1024x1024,digital_art_flat_v3,simple indoor scene minimal props,"An adult person performing ""to enter"" in a natural dynamic pose, clean modern digital illustration, semi-realistic proportions, soft gradients, centered composition, simple indoor scene minimal props background, subtle natural facial expression, professional educational visual style, minimal clutter, not cartoon, not chibi, not mascot, no text, no letters, no numerals, no logos, no watermark, no border, output size 1024x1024",language_learning|cross_language_vocabulary|reading_comprehension|listening_comprehension,1,v3_reference_style_size_2026-02-15
IMG_ACTION_TO_FEEL,action_to_feel,To Feel,action_scene,universal,img__action_to_feel__v1.webp,1024x1024,digital_art_flat_v3,minimal office-like scene,"An adult person performing ""to feel"" in a natural dynamic pose, clean modern digital illustration, semi-realistic proportions, soft gradients, centered composition, minimal office-like scene background, subtle natural facial expression, professional educational visual style, minimal clutter, not cartoon, not chibi, not mascot, no text, no letters, no numerals, no logos, no watermark, no border, output size 1024x1024",language_learning|cross_language_vocabulary|reading_comprehension|listening_comprehension,1,v3_reference_style_size_2026-02-15
IMG_ACTION_TO_FIND,action_to_find,To Find,action_scene,universal,img__action_to_find__v1.webp,1024x1024,digital_art_flat_v3,simple indoor scene minimal props,"An adult person performing ""to find"" in a natural dynamic pose, clean modern digital illustration, semi-realistic proportions, soft gradients, centered composition, simple indoor scene minimal props background, subtle natural facial expression, professional educational visual style, minimal clutter, not cartoon, not chibi, not mascot, no text, no letters, no numerals, no logos, no watermark, no border, output size 1024x1024",language_learning|cross_language_vocabulary|reading_comprehension|listening_comprehension,1,v3_reference_style_size_2026-02-15
IMG_ACTION_TO_FLY,action_to_fly,To Fly,action_scene,universal,img__action_to_fly__v1.webp,1024x1024,digital_art_flat_v3,simple indoor scene minimal props,"An adult person performing ""to fly"" in a natural dynamic pose, clean modern digital illustration, semi-realistic proportions, soft gradients, centered composition, simple indoor scene minimal props background, subtle natural facial expression, professional educational visual style, minimal clutter, not cartoon, not chibi, not mascot, no text, no letters, no numerals, no logos, no watermark, no border, output size 1024x1024",language_learning|cross_language_vocabulary|reading_comprehension|listening_comprehension,1,v3_reference_style_size_2026-02-15
IMG_ACTION_TO_FOLLOW,action_to_follow,To Follow,action_scene,universal,img__action_to_follow__v1.webp,1024x1024,digital_art_flat_v3,simple indoor scene minimal props,"An adult person performing ""to follow"" in a natural dynamic pose, clean modern digital illustration, semi-realistic proportions, soft gradients, centered composition, simple indoor scene minimal props background, subtle natural facial expression, professional educational visual style, minimal clutter, not cartoon, not chibi, not mascot, no text, no letters, no numerals, no logos, no watermark, no border, output size 1024x1024",language_learning|cross_language_vocabulary|reading_comprehension|listening_comprehension,1,v3_reference_style_size_2026-02-15
IMG_ACTION_TO_FORGET,action_to_forget,To Forget,action_scene,universal,img__action_to_forget__v1.webp,1024x1024,digital_art_flat_v3,soft outdoor neutral scene,"An adult person performing ""to forget"" in a natural dynamic pose, clean modern digital illustration, semi-realistic proportions, soft gradients, centered composition, soft outdoor neutral scene background, subtle natural facial expression, professional educational visual style, minimal clutter, not cartoon, not chibi, not mascot, no text, no letters, no numerals, no logos, no watermark, no border, output size 1024x1024",language_learning|cross_language_vocabulary|reading_comprehension|listening_comprehension,2,v3_reference_style_size_2026-02-15
IMG_ACTION_TO_GIVE,action_to_give,To Give,action_scene,universal,img__action_to_give__v1.webp,1024x1024,digital_art_flat_v3,minimal office-like scene,"An adult person performing ""to give"" in a natural dynamic pose, clean modern digital illustration, semi-realistic proportions, soft gradients, centered composition, minimal office-like scene background, subtle natural facial expression, professional educational visual style, minimal clutter, not cartoon, not chibi, not mascot, no text, no letters, no numerals, no logos, no watermark, no border, output size 1024x1024",language_learning|cross_language_vocabulary|reading_comprehension|listening_comprehension,1,v3_reference_style_size_2026-02-15
IMG_ACTION_TO_GIVE_AS_A_GIFT,action_to_give_as_a_gift,To Give As A Gift,action_scene,universal,img__action_to_give_as_a_gift__v1.webp,1024x1024,digital_art_flat_v3,soft outdoor neutral scene,"An adult person performing ""to give as a gift"" in a natural dynamic pose, clean modern digital illustration, semi-realistic proportions, soft gradients, centered composition, soft outdoor neutral scene background, subtle natural facial expression, professional educational visual style, minimal clutter, not cartoon, not chibi, not mascot, no text, no letters, no numerals, no logos, no watermark, no border, output size 1024x1024",language_learning|cross_language_vocabulary|reading_comprehension|listening_comprehension,1,v3_reference_style_size_2026-02-15
IMG_ACTION_TO_GO,action_to_go,To Go,action_scene,universal,img__action_to_go__v1.webp,1024x1024,digital_art_flat_v3,clean studio with floor shadow,"An adult person performing ""to go"" in a natural dynamic pose, clean modern digital illustration, semi-realistic proportions, soft gradients, centered composition, clean studio with floor shadow background, subtle natural facial expression, professional educational visual style, minimal clutter, not cartoon, not chibi, not mascot, no text, no letters, no numerals, no logos, no watermark, no border, output size 1024x1024",language_learning|cross_language_vocabulary|reading_comprehension|listening_comprehension,1,v3_reference_style_size_2026-02-15
IMG_ACTION_TO_GO_BACK,action_to_go_back,To Go Back,action_scene,universal,img__action_to_go_back__v1.webp,1024x1024,digital_art_flat_v3,simple indoor scene minimal props,"An adult person performing ""to go back"" in a natural dynamic pose, clean modern digital illustration, semi-realistic proportions, soft gradients, centered composition, simple indoor scene minimal props background, subtle natural facial expression, professional educational visual style, minimal clutter, not cartoon, not chibi, not mascot, no text, no letters, no numerals, no logos, no watermark, no border, output size 1024x1024",language_learning|cross_language_vocabulary|reading_comprehension|listening_comprehension,1,v3_reference_style_size_2026-02-15
IMG_ACTION_TO_GO_IN,action_to_go_in,To Go In,action_scene,universal,img__action_to_go_in__v1.webp,1024x1024,digital_art_flat_v3,clean studio with floor shadow,"An adult person performing ""to go in"" in a natural dynamic pose, clean modern digital illustration, semi-realistic proportions, soft gradients, centered composition, clean studio with floor shadow background, subtle natural facial expression, professional educational visual style, minimal clutter, not cartoon, not chibi, not mascot, no text, no letters, no numerals, no logos, no watermark, no border, output size 1024x1024",language_learning|cross_language_vocabulary|reading_comprehension|listening_comprehension,1,v3_reference_style_size_2026-02-15
IMG_ACTION_TO_GO_OUT,action_to_go_out,To Go Out,action_scene,universal,img__action_to_go_out__v1.webp,1024x1024,digital_art_flat_v3,simple indoor scene minimal props,"An adult person performing ""to go out"" in a natural dynamic pose, clean modern digital illustration, semi-realistic proportions, soft gradients, centered composition, simple indoor scene minimal props background, subtle natural facial expression, professional educational visual style, minimal clutter, not cartoon, not chibi, not mascot, no text, no letters, no numerals, no logos, no watermark, no border, output size 1024x1024",language_learning|cross_language_vocabulary|reading_comprehension|listening_comprehension,1,v3_reference_style_size_2026-02-15
IMG_ACTION_TO_HAVE,action_to_have,To Have,action_scene,universal,img__action_to_have__v1.webp,1024x1024,digital_art_flat_v3,minimal office-like scene,"An adult person performing ""to have"" in a natural dynamic pose, clean modern digital illustration, semi-realistic proportions, soft gradients, centered composition, minimal office-like scene background, subtle natural facial expression, professional educational visual style, minimal clutter, not cartoon, not chibi, not mascot, no text, no letters, no numerals, no logos, no watermark, no border, output size 1024x1024",language_learning|cross_language_vocabulary|reading_comprehension|listening_comprehension,1,v3_reference_style_size_2026-02-15
IMG_ACTION_TO_HEAR,action_to_hear,To Hear,action_scene,universal,img__action_to_hear__v1.webp,1024x1024,digital_art_flat_v3,minimal office-like scene,"An adult person performing ""to hear"" in a natural dynamic pose, clean modern digital illustration, semi-realistic proportions, soft gradients, centered composition, minimal office-like scene background, subtle natural facial expression, professional educational visual style, minimal clutter, not cartoon, not chibi, not mascot, no text, no letters, no numerals, no logos, no watermark, no border, output size 1024x1024",language_learning|cross_language_vocabulary|reading_comprehension|listening_comprehension,3,v3_reference_style_size_2026-02-15
IMG_ACTION_TO_HELP,action_to_help,To Help,action_scene,universal,img__action_to_help__v1.webp,1024x1024,digital_art_flat_v3,soft outdoor neutral scene,"An adult person performing ""to help"" in a natural dynamic pose, clean modern digital illustration, semi-realistic proportions, soft gradients, centered composition, soft outdoor neutral scene background, subtle natural facial expression, professional educational visual style, minimal clutter, not cartoon, not chibi, not mascot, no text, no letters, no numerals, no logos, no watermark, no border, output size 1024x1024",language_learning|cross_language_vocabulary|reading_comprehension|listening_comprehension,2,v3_reference_style_size_2026-02-15
IMG_ACTION_TO_HIT_OR_STRIKE,action_to_hit_or_strike,To Hit Or Strike,action_scene,universal,img__action_to_hit_or_strike__v1.webp,1024x1024,digital_art_flat_v3,soft outdoor neutral scene,"An adult person performing ""to hit or strike"" in a natural dynamic pose, clean modern digital illustration, semi-realistic proportions, soft gradients, centered composition, soft outdoor neutral scene background, subtle natural facial expression, professional educational visual style, minimal clutter, not cartoon, not chibi, not mascot, no text, no letters, no numerals, no logos, no watermark, no border, output size 1024x1024",language_learning|cross_language_vocabulary|reading_comprehension|listening_comprehension,1,v3_reference_style_size_2026-02-15
IMG_ACTION_TO_HOLD,action_to_hold,To Hold,action_scene,universal,img__action_to_hold__v1.webp,1024x1024,digital_art_flat_v3,simple indoor scene minimal props,"An adult person performing ""to hold"" in a natural dynamic pose, clean modern digital illustration, semi-realistic proportions, soft gradients, centered composition, simple indoor scene minimal props background, subtle natural facial expression, professional educational visual style, minimal clutter, not cartoon, not chibi, not mascot, no text, no letters, no numerals, no logos, no watermark, no border, output size 1024x1024",language_learning|cross_language_vocabulary|reading_comprehension|listening_comprehension,1,v3_reference_style_size_2026-02-15
IMG_ACTION_TO_JOKE,action_to_joke,To Joke,action_scene,universal,img__action_to_joke__v1.webp,1024x1024,digital_art_flat_v3,minimal office-like scene,"An adult person performing ""to joke"" in a natural dynamic pose, clean modern digital illustration, semi-realistic proportions, soft gradients, centered composition, minimal office-like scene background, subtle natural facial expression, professional educational visual style, minimal clutter, not cartoon, not chibi, not mascot, no text, no letters, no numerals, no logos, no watermark, no border, output size 1024x1024",language_learning|cross_language_vocabulary|reading_comprehension|listening_comprehension,1,v3_reference_style_size_2026-02-15
IMG_ACTION_TO_KNOW,action_to_know,To Know,action_scene,universal,img__action_to_know__v1.webp,1024x1024,digital_art_flat_v3,clean studio with floor shadow,"An adult person performing ""to know"" in a natural dynamic pose, clean modern digital illustration, semi-realistic proportions, soft gradients, centered composition, clean studio with floor shadow background, subtle natural facial expression, professional educational visual style, minimal clutter, not cartoon, not chibi, not mascot, no text, no letters, no numerals, no logos, no watermark, no border, output size 1024x1024",language_learning|cross_language_vocabulary|reading_comprehension|listening_comprehension,2,v3_reference_style_size_2026-02-15
IMG_ACTION_TO_LAUGH,action_to_laugh,To Laugh,action_scene,universal,img__action_to_laugh__v1.webp,1024x1024,digital_art_flat_v3,clean studio with floor shadow,"An adult person performing ""to laugh"" in a natural dynamic pose, clean modern digital illustration, semi-realistic proportions, soft gradients, centered composition, clean studio with floor shadow background, subtle natural facial expression, professional educational visual style, minimal clutter, not cartoon, not chibi, not mascot, no text, no letters, no numerals, no logos, no watermark, no border, output size 1024x1024",language_learning|cross_language_vocabulary|reading_comprehension|listening_comprehension,1,v3_reference_style_size_2026-02-15
IMG_ACTION_TO_LEARN,action_to_learn,To Learn,action_scene,universal,img__action_to_learn__v1.webp,1024x1024,digital_art_flat_v3,minimal office-like scene,"An adult person performing ""to learn"" in a natural dynamic pose, clean modern digital illustration, semi-realistic proportions, soft gradients, centered composition, minimal office-like scene background, subtle natural facial expression, professional educational visual style, minimal clutter, not cartoon, not chibi, not mascot, no text, no letters, no numerals, no logos, no watermark, no border, output size 1024x1024",language_learning|cross_language_vocabulary|reading_comprehension|listening_comprehension,1,v3_reference_style_size_2026-02-15
IMG_ACTION_TO_LIKE,action_to_like,To Like,action_scene,universal,img__action_to_like__v1.webp,1024x1024,digital_art_flat_v3,minimal office-like scene,"An adult person performing ""to like"" in a natural dynamic pose, clean modern digital illustration, semi-realistic proportions, soft gradients, centered composition, minimal office-like scene background, subtle natural facial expression, professional educational visual style, minimal clutter, not cartoon, not chibi, not mascot, no text, no letters, no numerals, no logos, no watermark, no border, output size 1024x1024",language_learning|cross_language_vocabulary|reading_comprehension|listening_comprehension,1,v3_reference_style_size_2026-02-15
IMG_ACTION_TO_LISTEN,action_to_listen,To Listen,action_scene,universal,img__action_to_listen__v1.webp,1024x1024,digital_art_flat_v3,minimal office-like scene,"An adult person performing ""to listen"" in a natural dynamic pose, clean modern digital illustration, semi-realistic proportions, soft gradients, centered composition, minimal office-like scene background, subtle natural facial expression, professional educational visual style, minimal clutter, not cartoon, not chibi, not mascot, no text, no letters, no numerals, no logos, no watermark, no border, output size 1024x1024",language_learning|cross_language_vocabulary|reading_comprehension|listening_comprehension,1,v3_reference_style_size_2026-02-15
IMG_ACTION_TO_LIVE,action_to_live,To Live,action_scene,universal,img__action_to_live__v1.webp,1024x1024,digital_art_flat_v3,clean studio with floor shadow,"An adult person performing ""to live"" in a natural dynamic pose, clean modern digital illustration, semi-realistic proportions, soft gradients, centered composition, clean studio with floor shadow background, subtle natural facial expression, professional educational visual style, minimal clutter, not cartoon, not chibi, not mascot, no text, no letters, no numerals, no logos, no watermark, no border, output size 1024x1024",language_learning|cross_language_vocabulary|reading_comprehension|listening_comprehension,1,v3_reference_style_size_2026-02-15
IMG_ACTION_TO_LOOK,action_to_look,To Look,action_scene,universal,img__action_to_look__v1.webp,1024x1024,digital_art_flat_v3,soft outdoor neutral scene,"An adult person performing ""to look"" in a natural dynamic pose, clean modern digital illustration, semi-realistic proportions, soft gradients, centered composition, soft outdoor neutral scene background, subtle natural facial expression, professional educational visual style, minimal clutter, not cartoon, not chibi, not mascot, no text, no letters, no numerals, no logos, no watermark, no border, output size 1024x1024",language_learning|cross_language_vocabulary|reading_comprehension|listening_comprehension,1,v3_reference_style_size_2026-02-15
IMG_ACTION_TO_LOOK_FOR,action_to_look_for,To Look For,action_scene,universal,img__action_to_look_for__v1.webp,1024x1024,digital_art_flat_v3,soft outdoor neutral scene,"An adult person performing ""to look for"" in a natural dynamic pose, clean modern digital illustration, semi-realistic proportions, soft gradients, centered composition, soft outdoor neutral scene background, subtle natural facial expression, professional educational visual style, minimal clutter, not cartoon, not chibi, not mascot, no text, no letters, no numerals, no logos, no watermark, no border, output size 1024x1024",language_learning|cross_language_vocabulary|reading_comprehension|listening_comprehension,1,v3_reference_style_size_2026-02-15
IMG_ACTION_TO_MAKE,action_to_make,To Make,action_scene,universal,img__action_to_make__v1.webp,1024x1024,digital_art_flat_v3,soft outdoor neutral scene,"An adult person performing ""to make"" in a natural dynamic pose, clean modern digital illustration, semi-realistic proportions, soft gradients, centered composition, soft outdoor neutral scene background, subtle natural facial expression, professional educational visual style, minimal clutter, not cartoon, not chibi, not mascot, no text, no letters, no numerals, no logos, no watermark, no border, output size 1024x1024",language_learning|cross_language_vocabulary|reading_comprehension|listening_comprehension,1,v3_reference_style_size_2026-02-15
IMG_ACTION_TO_MOVE,action_to_move,To Move,action_scene,universal,img__action_to_move__v1.webp,1024x1024,digital_art_flat_v3,clean studio with floor shadow,"An adult person performing ""to move"" in a natural dynamic pose, clean modern digital illustration, semi-realistic proportions, soft gradients, centered composition, clean studio with floor shadow background, subtle natural facial expression, professional educational visual style, minimal clutter, not cartoon, not chibi, not mascot, no text, no letters, no numerals, no logos, no watermark, no border, output size 1024x1024",language_learning|cross_language_vocabulary|reading_comprehension|listening_comprehension,1,v3_reference_style_size_2026-02-15
IMG_ACTION_TO_OBTAIN,action_to_obtain,To Obtain,action_scene,universal,img__action_to_obtain__v1.webp,1024x1024,digital_art_flat_v3,clean studio with floor shadow,"An adult person performing ""to obtain"" in a natural dynamic pose, clean modern digital illustration, semi-realistic proportions, soft gradients, centered composition, clean studio with floor shadow background, subtle natural facial expression, professional educational visual style, minimal clutter, not cartoon, not chibi, not mascot, no text, no letters, no numerals, no logos, no watermark, no border, output size 1024x1024",language_learning|cross_language_vocabulary|reading_comprehension|listening_comprehension,1,v3_reference_style_size_2026-02-15
